106.17818,-0.39869,-102.00207,-3.22962,116.02387,30.92565,1.0,4.18083,2.59313,11.06927,-0.74575,1,4.79890
101.26140,0.20882,-98.32359,-3.27023,111.02062,16.48014,4.0,0.58313,-1.32643,10.15872,1.12492,2,4.57145
99.28534,0.27119,-99.40607,-3.26871,108.98401,22.23892,4.0,-1.38677,-0.07693,14.58203,-1.40387,2,4.46724
105.49639,0.05855,-98.72551,-3.22831,115.36749,51.24367,1.0,0.37063,-0.71831,12.89031,-2.01830,2,4.78119
94.99220,-1.06556,-98.36843,-3.21971,105.00413,32.40184,1.0,0.11423,-0.60155,12.64336,-2.12341,1,4.25777
103.18226,0.35179,-102.18870,-3.28304,112.93932,23.68516,4.0,-0.32228,0.73628,12.23969,-1.34906,2,4.64817
104.83698,1.42597,-98.73053,-3.24885,114.63226,10.71572,2.0,2.44601,0.12514,11.50628,-0.79108,1,4.74820
101.79291,0.11079,-96.65116,-3.26515,111.47796,41.04967,4.0,0.82752,0.24318,9.63666,-1.01546,2,4.60639
96.85850,-0.88324,-103.31055,-3.23520,106.87829,28.71412,1.0,-0.65881,0.48691,9.45087,-0.27024,1,4.32637
97.58236,0.03837,-101.19933,-3.20903,107.47083,5.32353,3.0,-0.49025,-0.44684,12.17669,3.17934,2,4.37312
104.05496,-0.10867,-91.48109,-3.20991,114.02795,23.94063,3.0,-0.61431,-0.53984,12.21870,-4.07128,2,4.74534
103.48297,0.15682,-105.49295,-3.25427,113.51146,25.57001,2.0,0.05286,0.38334,12.03988,2.31687,2,4.64668
100.24741,0.17388,-102.02207,-3.23418,110.21280,38.92307,1.0,-0.49472,0.57617,13.64630,-3.13725,2,4.50226
102.03997,0.30583,-97.27282,-3.26928,111.72259,26.04705,4.0,-0.07749,-3.38521,8.69138,3.13125,2,4.61563
92.94761,-0.35591,-91.98894,-3.26636,102.65525,31.56631,4.0,-3.94152,-2.87003,11.06854,-1.24876,1,4.18744
99.18814,0.39436,-94.63129,-3.20750,109.24168,18.06584,3.0,2.47977,0.21786,10.35949,-1.65763,2,4.48625
102.65650,0.28978,-98.10227,-3.23607,112.70150,27.13274,1.0,-0.25839,-0.13321,10.58642,0.95295,2,4.64231
99.24485,0.21612,-101.53348,-3.22033,109.24035,33.90965,1.0,0.00097,0.67674,12.29920,-2.16624,2,4.45458
96.93333,-0.68233,-100.39260,-3.23270,106.84656,35.71268,1.0,-0.69822,-1.28926,10.78108,-2.15236,1,4.34470
104.56488,-0.64878,-96.22560,-3.23773,114.49577,42.33205,1.0,-0.26740,0.15936,11.83865,-1.60292,1,4.74712
95.54466,0.10972,-99.27067,-3.22124,105.49232,5.71437,1.0,-0.01395,0.42785,10.53737,-1.89003,2,4.28088
96.12883,0.26423,-97.32559,-3.23833,106.04224,25.79778,1.0,2.20132,0.49664,10.43543,-1.55814,2,4.31981
97.59772,-0.69912,-97.90717,-3.28667,107.32871,19.92789,4.0,0.73754,1.91187,13.27579,-0.01508,1,4.39035
99.73794,0.26601,-96.93041,-3.24705,109.63719,31.83274,2.0,-0.74893,1.76154,12.08083,-0.37508,2,4.50225
96.48664,-0.32203,-100.72613,-3.18635,106.43574,27.59387,5.0,0.29759,0.41788,9.10779,-0.11083,1,4.32070
111.36837,0.39367,-104.60751,-3.21786,121.28914,34.54404,1.0,-0.49260,2.24707,10.18673,-1.79833,2,5.04538
102.49469,0.05204,-100.50875,-3.24698,112.35277,21.67867,2.0,2.18641,-1.69425,9.97746,-2.04555,2,4.62219
105.09599,0.32274,-97.35321,-3.24691,115.00412,43.45591,2.0,-0.81262,0.10218,10.16997,2.07532,2,4.76803
103.10940,0.25394,-105.02012,-3.25916,112.84708,29.24187,2.0,0.49497,1.37406,10.99488,-0.79463,2,4.63037
96.78257,0.60274,-100.04691,-3.25735,106.64815,7.26056,2.0,-1.24462,-0.96362,9.62080,-2.54486,1,4.33889
85.57952,-0.66494,-98.94109,-3.25092,95.61671,6.27770,2.0,0.54655,-0.57345,12.80761,2.96131,1,3.78427
100.50374,0.00248,-98.97351,-3.26695,110.31824,31.37031,4.0,-3.03556,2.58984,9.02169,-1.84598,2,4.53032
97.13156,-0.42931,-101.91187,-3.23250,107.09540,42.32511,1.0,0.11389,-0.45131,11.30683,3.46423,1,4.34702
96.97073,-1.08254,-104.73764,-3.24327,106.99296,33.56588,2.0,0.72171,-1.76953,13.01212,2.75036,1,4.32485
99.84188,-0.76284,-102.41574,-3.26457,109.66665,18.66714,4.0,1.80056,1.25450,13.97116,-0.70426,1,4.48002
