95.36314 ,-0.53562 ,-103.85497 ,-3.23162 ,33.67273  ,1.0 ,0.22940  ,0.70098  ,11.40641 ,-1.44667 ,1  
 90.42148 ,-0.37853 ,-98.34132  ,-3.24100 ,36.94651  ,2.0 ,0.10165  ,0.31643  ,11.68333 ,0.41460  ,1  
102.81492 ,-0.19175 ,-101.04960 ,-3.24151 ,45.76570  ,2.0 ,-0.70650 ,0.98479  ,11.90823 ,-2.61896 ,2 
 94.44970 ,-0.16087 ,-100.48178 ,-3.21506 ,25.99854  ,3.0 ,-1.33103 ,1.53911  ,12.33891 ,-3.13706 ,2 
102.57432 ,-0.18654 ,-100.47722 ,-3.27313 ,43.48132  ,4.0 ,1.19629  ,1.99053  ,11.27963 ,-0.07913 ,2 
100.76438 ,0.03002  ,-98.65618  ,-3.22709 ,15.90264  ,1.0 ,-0.21012 ,0.96060  ,10.90927 ,-0.58486 ,2 
100.84056 ,-0.80304 ,-101.81093 ,-3.26440 ,23.86442  ,4.0 ,0.97450  ,-1.61252 ,14.69861 ,-1.31826 ,1  
103.54839 ,0.03998  ,-101.19805 ,-3.23058 ,21.41596  ,1.0 ,-0.61057 ,-0.77790 , 9.68147 ,0.13906  ,2 
 98.69807 ,-0.47214 ,-103.12559 ,-3.26125 ,6.56328   ,2.0 ,-0.13921 ,1.33104  ,10.88607 ,-1.43335 ,1  
106.52023 ,0.73032  ,-107.02283 ,-3.23331 ,48.01154  ,1.0 ,0.62007  ,-3.07192 , 9.21873 ,-4.23854 ,1  
 89.60466 ,-0.25489 ,-99.12098  ,-3.21273 ,14.18600  ,3.0 ,-1.97392 ,1.74434  ,12.03879 ,-1.27924 ,1  
102.85339 ,0.41310  ,-96.40818  ,-3.25546 ,17.27139  ,2.0 ,-0.01957 ,0.65056  ,12.80036 ,3.85103  ,2 
 93.03546 ,-0.83323 ,-99.20118  ,-3.19804 ,28.14944  ,3.0 ,-0.57491 ,-0.08343 ,10.68516 ,2.95484  ,1  
101.60141 ,0.01972  ,-101.04114 ,-3.21479 ,19.04876  ,3.0 ,-1.07406 ,-0.51758 , 9.38011 ,-3.11296 ,2 
 98.92391 ,-0.53499 ,-100.23264 ,-3.24763 ,40.16086  ,2.0 ,0.64683  ,-0.18489 ,11.24272 ,-2.33459 ,1  
108.18969 ,0.68146  ,-106.90279 ,-3.22145 ,46.47678  ,1.0 ,-0.74727 ,-0.54467 ,12.42166 ,-1.67816 ,1  
 98.00940 ,0.65051  ,-94.81733  ,-3.25257 ,24.56982  ,2.0 ,1.27021  ,3.05804  , 9.81129 ,-2.50858 ,1  
 96.66361 ,0.10236  ,-94.84069  ,-3.22881 ,15.92522  ,1.0 ,-0.72428 ,-0.87308 ,13.80921 ,3.78198  ,2 
107.42926 ,-0.08746 ,-105.29754 ,-3.21571 ,31.06638  ,1.0 ,3.49046  ,-0.02177 ,12.93422 ,-4.90092 ,2 
 92.73982 ,0.04796  ,-98.04807  ,-3.25180 ,17.52287  ,2.0 ,-1.66595 ,-1.10605 ,12.01194 ,-1.92617 ,2 
102.00319 ,0.34126  ,-99.85476  ,-3.19863 ,30.61172  ,3.0 ,1.38797  ,0.91073  ,11.31556 ,0.62992  ,2 
 99.34598 ,0.27072  ,-100.63495 ,-3.20228 ,26.04175  ,3.0 ,-0.97154 ,-1.64200 , 8.57648 ,2.39909  ,2 
 99.65958 ,-0.33561 ,-99.92079  ,-3.23299 ,43.63271  ,1.0 ,-0.84753 ,-1.84232 ,12.60021 ,-0.35220 ,1  
101.34788 ,0.60393  ,-101.13369 ,-3.23211 ,25.66132  ,1.0 ,-1.87601 ,-3.25564 ,13.03133 ,-0.56344 ,1  
101.31939 ,-0.17449 ,-100.12308 ,-3.20211 ,25.70709  ,3.0 ,-1.57238 ,0.14987  ,10.15497 ,-3.23573 ,2 
100.12447 ,0.27915  ,-100.61974 ,-3.28021 ,21.34847  ,4.0 ,-1.17533 ,-1.11532 ,12.39460 ,-2.48630 ,2 
 96.45061 ,-0.69933 ,-98.02251  ,-3.25226 ,18.30345  ,2.0 ,-2.42813 ,-1.68223 ,13.58655 ,0.17816  ,1  
 96.51824 ,0.22220  ,-96.24837  ,-3.21631 ,20.16061  ,1.0 ,1.20507  ,0.05284  ,11.88298 ,-3.34286 ,2 
 95.55881 ,-0.93659 ,-95.94892  ,-3.20392 ,20.88355  ,3.0 ,-0.40523 ,-0.86109 ,10.50637 ,-2.85549 ,1  
 97.96999 ,-0.36354 ,-102.18261 ,-3.23301 ,6.77454   ,1.0 ,-2.59324 ,-2.26434 ,13.23573 ,-0.40376 ,1  
103.78784 ,0.17627  ,-102.09014 ,-3.27771 ,29.30010  ,4.0 ,1.02017  ,1.53181  ,10.00579 ,-0.70948 ,2 
100.61059 ,-0.36269 ,-93.94631  ,-3.25039 ,30.56207  ,2.0 ,-1.36399 ,-1.10739 ,11.71293 ,-1.28317 ,1  
100.18645 ,0.55948  ,-98.36193  ,-3.22855 ,27.15122  ,1.0 ,-1.73662 ,-1.10117 ,11.93214 ,-1.00641 ,2 
 99.74084 ,0.08579  ,-104.28366 ,-3.24508 ,18.75792  ,2.0 ,0.69208  ,0.05145  ,11.49268 ,-1.58179 ,2 
101.47751 ,-0.67239 ,-101.20032 ,-3.21473 ,32.98085  ,3.0 ,0.42087  ,-0.89314 ,13.78733 ,0.56395  ,1  
107.64714 ,0.09453  ,-105.30860 ,-3.22369 ,38.56448  ,1.0 ,0.75529  ,-1.18474 ,14.15753 ,-0.53078 ,2 
104.94301 ,-0.50228 ,-103.75530 ,-3.22371 ,28.70076  ,1.0 ,0.67702  ,2.34657  , 8.35714 ,3.44399  ,1  
 96.07096 ,0.87068  ,-99.15921  ,-3.23950 ,14.62187  ,2.0 ,-1.13867 ,1.14812  ,10.19980 ,3.19953  ,1  
100.89838 ,-0.29214 ,-97.81075  ,-3.19389 ,28.97134  ,3.0 ,0.70612  ,-1.00497 ,11.72301 ,-1.95694 ,1  
 95.50712 ,-0.33561 ,-102.01147 ,-3.24038 ,25.26470  ,2.0 ,2.23983  ,-0.16951 ,12.27713 ,-2.02434 ,1  
 97.91641 ,-0.41987 ,-105.74460 ,-3.22958 ,28.39181  ,1.0 ,0.35559  ,0.44518  ,11.15000 ,2.63436  ,1  
104.25489 ,-0.32272 ,-101.10339 ,-3.22103 ,25.52469  ,1.0 ,-0.09162 ,-2.20005 ,11.83609 ,-0.24883 ,1  
 95.11723 ,0.10116  ,-99.74715  ,-3.24964 ,30.18912  ,2.0 ,0.02395  ,0.08960  , 9.63016 ,-3.04141 ,2 
105.89241 ,0.11701  ,-100.53001 ,-3.26932 ,35.73458  ,4.0 ,-1.73864 ,-2.68372 ,12.28261 ,-1.47055 ,2 
101.56191 ,0.11698  ,-96.23535  ,-3.24851 ,47.90686  ,2.0 ,-0.92947 ,0.86886  ,11.13679 ,1.06973  ,2 
104.34629 ,-0.03410 ,-98.29276  ,-3.22426 ,22.51068  ,1.0 ,1.74451  ,-0.09638 ,10.71388 ,-2.79828 ,2 
 96.62690 ,0.23872  ,-101.12555 ,-3.23603 ,40.31875  ,1.0 ,-1.69439 ,0.30714  ,11.05178 ,-2.50042 ,2 
101.92571 ,0.20228  ,-102.85423 ,-3.23561 ,13.90846  ,1.0 ,2.16589  ,2.61112  ,12.81111 ,0.16648  ,2 
 99.57804 ,0.15782  ,-99.82079  ,-3.23317 ,26.52898  ,1.0 ,-1.87866 ,0.63680  ,11.10258 ,-0.15112 ,2 
112.17499 ,0.75235  ,-100.81657 ,-3.23255 ,24.11225  ,1.0 ,-0.42138 ,0.56229  , 7.99444 ,-1.35726 ,1  
 99.29868 ,-0.50612 ,-101.86758 ,-3.21965 ,25.48430  ,1.0 ,-0.21921 ,-0.35685 , 9.88781 ,2.11326  ,1  
 91.96880 ,-0.28473 ,-98.97426  ,-3.23494 ,25.46146  ,1.0 ,0.50988  ,2.70844  ,11.39491 ,-1.31845 ,1  
 97.11642 ,-0.61589 ,-97.25951  ,-3.26521 ,14.83794  ,4.0 ,0.54980  ,1.78027  , 8.38521 ,2.82371  ,1  
101.50911 ,-0.97080 ,-103.54476 ,-3.24254 ,46.76365  ,2.0 ,-0.88567 ,0.52960  , 8.78674 ,-1.45588 ,1  
 99.88113 ,-0.60207 ,-102.70323 ,-3.23055 ,22.53783  ,1.0 ,-0.43946 ,-0.84036 ,11.03201 ,-1.74721 ,1  
 94.75751 ,0.35707  ,-97.27040  ,-3.22900 ,21.00440  ,1.0 ,-1.07493 ,0.15920  ,10.78036 ,1.69171  ,2 
100.91371 ,-0.04343 ,-101.30176 ,-3.20387 ,18.66492  ,3.0 ,-0.18129 ,0.42249  ,10.95833 ,-1.79696 ,2 
100.15457 ,0.14897  ,-98.44428  ,-3.25045 ,29.94059  ,2.0 ,1.84141  ,-0.48440 ,10.26958 ,-3.01983 ,2 
106.70327 ,-0.32386 ,-98.16177  ,-3.27054 ,23.33221  ,4.0 ,1.32581  ,1.84855  ,10.45169 ,-0.86114 ,1  
 88.70826 ,-0.73194 ,-97.58815  ,-3.19684 ,21.28259  ,3.0 ,-0.46392 ,3.25458  ,12.03816 ,-2.02295 ,1  
 94.92255 ,-0.16421 ,-98.33218  ,-3.23299 ,26.07378  ,1.0 ,0.74928  ,0.73619  , 6.96399 ,0.31084  ,2 
 97.34987 ,-0.45338 ,-98.18173  ,-3.23792 ,34.50092  ,1.0 ,-1.54023 ,-3.28450 ,12.96206 ,-1.91299 ,1  
103.36844 ,-0.00918 ,-101.68953 ,-3.23677 ,25.93618  ,1.0 ,-2.68886 ,-1.71591 ,11.97447 ,-1.01671 ,2 
 95.45662 ,-0.21387 ,-92.57462  ,-3.19783 ,13.29046  ,3.0 ,0.71026  ,0.11234  ,10.18709 ,0.64077  ,2 
 99.79433 ,0.05140  ,-97.58799  ,-3.19652 ,24.82633  ,3.0 ,-0.77040 ,0.28470  ,12.80060 ,4.32470  ,2 
101.31687 ,-0.09434 ,-97.67101  ,-3.23431 ,17.88543  ,1.0 ,0.31491  ,0.18496  ,11.05837 ,-2.88157 ,2 
 98.51682 ,-0.24992 ,-94.84808  ,-3.24202 ,15.79063  ,2.0 ,0.69655  ,0.14175  ,12.48425 ,-2.30913 ,1  
103.73143 ,-0.20575 ,-100.28734 ,-3.25084 ,42.10592  ,2.0 ,1.16981  ,0.47337  ,11.61764 ,-2.67508 ,1  
 94.29186 ,-0.55349 ,-99.66460  ,-3.25170 ,17.63549  ,2.0 ,0.63951  ,-0.53520 ,10.93738 ,-1.05879 ,1  
 94.59747 ,-0.30246 ,-97.04180  ,-3.25508 ,35.03545  ,2.0 ,-1.92945 ,0.63819  ,11.87324 ,0.09770  ,1  
102.34009 ,0.95193  ,-105.55586 ,-3.20092 ,31.78991  ,3.0 ,0.45337  ,0.57979  ,10.19401 ,-1.62075 ,1  
 99.79929 ,0.66291  ,-100.23076 ,-3.25047 ,5.76799   ,2.0 ,-0.36409 ,0.13479  ,11.36398 ,1.28355  ,1  
 98.22214 ,-0.32500 ,-98.94408  ,-3.20833 ,26.88554  ,3.0 ,0.07527  ,0.24473  ,11.11586 ,1.28448  ,1  
 98.31074 ,-0.31319 ,-96.44004  ,-3.24735 ,24.73291  ,2.0 ,-1.58555 ,0.18610  , 7.24511 ,5.31588  ,1  
 99.51828 ,-0.26110 ,-99.90141  ,-3.23383 ,12.21167  ,1.0 ,0.04286  ,0.01808  ,13.14104 ,-2.23940 ,1  
103.27826 ,-0.16091 ,-99.23113  ,-3.27108 ,27.90456  ,4.0 ,-1.50115 ,0.08706  ,12.71207 ,-0.40679 ,2 
104.02804 ,0.05934  ,-103.23452 ,-3.26448 ,-1.39688  ,4.0 ,-1.91727 ,1.97177  ,11.02177 ,-0.56658 ,2 
 98.26150 ,1.10832  ,-100.61311 ,-3.24702 ,7.47939   ,2.0 ,-0.83193 ,-0.50924 , 9.85255 ,-3.88323 ,1  
 99.64508 ,0.42057  ,-105.18622 ,-3.20937 ,21.85158  ,3.0 ,-0.15592 ,0.70013  ,10.74396 ,-0.71362 ,2 
111.22664 ,0.33495  ,-100.65390 ,-3.27711 ,22.94762  ,4.0 ,1.21219  ,-0.07403 ,11.88733 ,-0.00262 ,2 
107.45787 ,-0.43517 ,-101.68869 ,-3.18769 ,39.10929  ,5.0 ,-0.62575 ,1.09345  ,13.18887 ,4.80514  ,1  
 94.68553 ,-0.11591 ,-101.43155 ,-3.26681 ,17.84408  ,4.0 ,0.06674  ,1.26242  , 7.02573 ,2.24951  ,2 
 99.71526 ,-0.19392 ,-99.07226  ,-3.22816 ,22.91980  ,1.0 ,2.44554  ,2.84118  ,11.39039 ,-1.56159 ,2 
 97.45430 ,-0.12197 ,-97.32528  ,-3.24722 ,14.93166  ,2.0 ,-1.14538 ,0.07698  ,12.16833 ,-2.65315 ,2 
109.10181 ,-0.45353 ,-100.78354 ,-3.23718 ,54.73498  ,1.0 ,-0.21742 ,-0.20895 ,10.27334 ,-2.59594 ,1  
 94.43279 ,-0.50119 ,-103.26469 ,-3.25393 ,23.13037  ,2.0 ,-0.78776 ,-2.53595 ,10.98932 ,0.36988  ,1  
 98.85467 ,0.23039  ,-98.97015  ,-3.26263 ,14.48887  ,4.0 ,0.97172  ,0.01356  ,10.33198 ,-2.43531 ,2 
101.28575 ,-0.08531 ,-99.37016  ,-3.25124 ,31.34607  ,2.0 ,0.61069  ,-0.27269 ,11.47324 ,5.53479  ,2 
 98.29173 ,0.42472  ,-99.19743  ,-3.22907 ,29.64861  ,1.0 ,0.52631  ,1.10215  ,12.23598 ,-2.68001 ,2 
 98.81854 ,-0.27835 ,-98.45319  ,-3.21667 ,20.75978  ,1.0 ,-1.30661 ,-1.79602 , 9.91815 ,-1.56551 ,1  
 91.55683 ,-0.03129 ,-96.09086  ,-3.23372 ,9.49530   ,1.0 ,-2.71318 ,-0.76021 ,11.05892 ,-1.94673 ,2 
104.41552 ,0.05002  ,-98.39497  ,-3.20483 ,39.53374  ,3.0 ,0.18498  ,-1.01330 , 9.88152 ,1.68258  ,2 
 88.97064 ,-0.20571 ,-97.66380  ,-3.25343 ,19.76593  ,2.0 ,-2.82810 ,-0.71574 ,12.44764 ,-0.10748 ,1  
105.47405 ,-0.30514 ,-100.97780 ,-3.20673 ,16.67938  ,3.0 ,0.22297  ,1.20289  ,12.64282 ,-3.97520 ,1  
102.92473 ,0.44368  ,-98.22248  ,-3.22202 ,22.08018  ,1.0 ,2.32921  ,1.55438  , 8.85140 ,1.47356  ,2 
 90.35169 ,-0.10633 ,-96.41346  ,-3.23364 ,28.86925  ,1.0 ,-0.85412 ,-0.94031 ,10.57002 ,-1.58460 ,2 
 96.41906 ,0.57343  ,-97.44630  ,-3.23226 ,10.41830  ,1.0 ,-0.40006 ,0.19865  , 8.99773 ,-1.96826 ,2 
104.73315 ,0.43827  ,-100.85032 ,-3.25899 ,26.68062  ,2.0 ,-2.22952 ,-2.39319 ,12.44792 ,0.20467  ,2 
 97.51489 ,-0.43049 ,-95.32778  ,-3.23199 ,27.65821  ,1.0 ,-1.13842 ,-0.02499 , 9.86403 ,-2.99698 ,1  
103.72484 ,-0.48456 ,-98.17822  ,-3.25454 ,8.12586   ,2.0 ,0.71904  ,-0.51648 ,10.98887 ,0.93035  ,1  
